gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0000742,2023-09-10,6100,Sales and Marketing,Sales,CC200,Murray Inc,-11778.35,CR,saas us,Software tools
GL0000743,2023-09-19,6300,G&A,Operations,,Guerrero Ltd,6218.0,DR,SaaS Canada,Google Ads
GL0000744,2023-09-17,5000,Cost of Service,Engineering,CC100,"Ryan, Murray and Mcdaniel",23790.28,DR,SaaS Canada,
GL0000745,2023-09-27,6100,S&M,Operations,CC400,Smith Group,-23862.44,cr,SaaS US,Contractor costs
GL0000746,2023-09-14,6100,Sales and Marketing,Sales,CC400,"Walker, Herman and Huynh",9012.2,DR,saas us,Software tools
GL0000747,2023-09-10,5000,cost of service,Marketing,CC100,Davis-Garza,22198.44,DR,SaaS HoldCo,Payroll
GL0000748,2023-09-15,1010,Cash,,CC200,"Shaw, Thomas and Fuller",13289.88,dr,SaaS US,
GL0000749,2023-09-21,6200,Research and Development,Finance,,Little Ltd,2347.16,dr,SaaS HoldCo,Software tools
GL0000750,2023-09-12,9999,Misc Expense,Sales,CC400,"Harrington, Ross and Myers",4866.95,DR,SaaS Canada,Reclass
GL0000751,2023-09-09,6300,G&A,Operations,,Sanders-Campbell,9895.91,DR,SaaS HoldCo,Contractor costs
GL0000752,2023-09-07,6200,Research and Development,Engineering,,Calderon-Snow,22747.3,DR,SaaS HoldCo,Google Ads
GL0000753,2023-09-21,6300,G&A,,CC300,"Olsen, Young and Martinez",1220.2,dr,SaaS Canada,Reclass
GL0000754,2023-09-19,6100,sales & marketing,,CC400,Guerra-Lee,10237.11,dr,SaaS HoldCo,Software tools
GL0000755,2023-09-04,5000,cost of service,Sales,CC300,Johnson-Smith,4592.26,dr,SaaS US,Payroll
GL0000756,2023-09-09,5000,Cost of Service,Marketing,CC200,Davis and Sons,-19544.05,CR,SaaS US,
GL0000757,2023-09-10,6200,R&D,,CC200,"Taylor, Smith and Thomas",-10804.55,CR,SaaS Canada,AWS hosting
GL0000758,2023-09-09,6200,Research and Development,Sales,CC100,"Jacobs, Smith and Owens",3234.3,DR,SaaS US,Software tools
GL0000759,2023-09-12,5000,cost of service,Marketing,,"Williams, Lopez and Atkinson",14867.72,DR,SaaS HoldCo,Payroll
GL0000760,2023-09-06,6100,Sales and Marketing,Marketing,,Baker-Whitney,23766.0,DR,SaaS Canada,Google Ads
GL0000761,2023-09-13,6200,Research and Development,,CC300,Torres Group,-17662.36,CR,SaaS Canada,Software tools
GL0000762,2023-09-07,6200,R&D,Sales,CC200,Adams-Perez,17381.88,DR,SaaS HoldCo,Contractor costs
GL0000763,2023-09-18,6100,S&M,,,Espinoza-Bennett,-1102.6,CR,SaaS US,Software tools
GL0000764,2023-09-22,,Sales and Marketing,,CC400,Thomas and Sons,-11740.02,CR,SaaS HoldCo,Software tools
GL0000765,2023-09-10,6200,R&D,,,Ingram Ltd,-18227.91,CR,saas us,Refund
GL0000766,2023-09-18,5000,cost of service,Operations,CC300,"Espinoza, Rodriguez and White",22640.06,DR,saas us,Reclass
GL0000767,2023-09-13,,S&M,Finance,,Perez-Joseph,5592.27,DR,SaaS HoldCo,Google Ads
GL0000768,2023-09-25,6300,General and Administrative,,CC300,Lopez LLC,-6944.49,CR,SaaS Canada,Payroll
GL0000769,2023-09-04,9999,Misc Expense,Operations,CC200,"Ortiz, Ritter and Phillips",20738.19,DR,SaaS US,
GL0000770,2023-09-02,6200,R&D,Operations,,Ray-Alvarez,10350.29,DR,saas us,Contractor costs
GL0000771,2023-09-02,6100,sales & marketing,Sales,CC300,"Smith, Dickson and Johnson",21336.22,DR,saas us,
GL0000772,2023-09-05,6100,sales & marketing,Sales,CC200,Garner Ltd,17374.89,DR,SaaS Canada,Contractor costs
GL0000773,2023-09-11,5000,cost of service,Engineering,,Taylor-Patton,7915.77,DR,SaaS Canada,Software tools
GL0000774,2023-09-20,6300,General and Administrative,Sales,CC400,"Lopez, Bishop and Howard",-9299.83,CR,SaaS US,Google Ads
GL0000775,2023-09-20,9999,Misc Expense,Marketing,,"Howell, Stanley and Price",-18986.07,CR,SaaS HoldCo,
GL0000776,2023-09-16,1010,Cash,,CC400,Ward and Sons,-19564.07,,SaaS Canada,Contractor costs
GL0000777,2023-09-18,6200,Research and Development,Operations,CC400,Matthews-Ruiz,1183.86,dr,SaaS HoldCo,AWS hosting
GL0000778,2023-09-15,6100,Sales and Marketing,,CC400,Sims-Acevedo,-3825.24,cr,SaaS US,AWS hosting
GL0000779,2023-09-16,5000,cost of service,,CC300,Martin-Simmons,-7545.38,CR,SaaS US,Payroll
GL0000780,2023-09-15,6200,R&D,Engineering,CC200,Freeman-Wilson,23492.55,DR,SaaS Canada,Payroll
GL0000781,2023-09-23,6100,S&M,Engineering,CC300,"Kim, Beltran and Rodriguez",-13701.72,CR,SaaS HoldCo,Payroll
GL0000782,2023-09-19,6100,S&M,Finance,CC400,Brooks-King,7859.37,DR,saas us,
GL0000783,2023-09-02,6300,G&A,,CC400,Castillo LLC,9204.77,DR,saas us,Google Ads
GL0000784,2023-09-02,6200,R&D,Marketing,,"Turner, Smith and Ramsey",-10209.17,CR,SaaS HoldCo,Refund
GL0000785,2023-09-18,6300,General and Administrative,Marketing,CC200,Shaw-Hernandez,21226.37,DR,SaaS HoldCo,AWS hosting
GL0000786,2023-09-08,6100,sales & marketing,Operations,CC400,Knight-Munoz,-11686.7,,SaaS US,Software tools
GL0000787,2023-09-16,9999,Misc Expense,Finance,CC300,Wise-Mclaughlin,15405.27,DR,SaaS Canada,Software tools
GL0000788,2023-09-11,5000,cost of service,Operations,,"Poole, Johnson and Edwards",-24559.98,CR,SaaS Canada,Reclass
GL0000789,2023-09-27,5000,Cost of Service,Engineering,,"Becker, Peck and Wallace",17139.52,dr,SaaS US,AWS hosting
GL0000790,2023-09-08,6200,Research and Development,Finance,CC400,"Stewart, Crawford and Simmons",15288.59,DR,SaaS HoldCo,AWS hosting
GL0000791,2023-09-07,5000,cost of service,Operations,CC300,Gutierrez-Sims,2169.88,dr,SaaS US,Software tools
GL0000792,2023-09-14,6300,General and Administrative,Operations,,Bennett PLC,-12195.78,cr,SaaS HoldCo,Reclass
GL0000793,2023-09-19,6100,S&M,,,"Jones, Little and Lawrence",-5563.69,CR,SaaS HoldCo,Reclass
GL0000794,2023-09-04,1010,Cash,Finance,,Bush Group,5253.13,DR,SaaS US,Refund
GL0000795,2023-09-03,6200,R&D,,CC300,"Morgan, Velez and Jordan",19586.29,DR,saas us,
GL0000796,2023-09-24,6200,Research and Development,Sales,CC200,Huber Inc,-20477.27,CR,SaaS HoldCo,Payroll
GL0000797,2023-09-02,1010,Cash,Finance,CC400,Jones-Ochoa,21391.05,dr,SaaS US,
GL0000798,2023-09-23,5000,cost of service,,CC400,"Paul, Thomas and Sandoval",-18131.41,cr,SaaS Canada,
GL0000799,2023-09-27,9999,Misc Expense,Sales,,Porter-Joseph,20034.75,DR,saas us,Reclass
GL0000800,2023-09-07,6100,S&M,Finance,CC200,"Jones, Hughes and Hansen",-23878.63,CR,SaaS Canada,Reclass
GL0000801,2023-09-09,6300,G&A,Sales,,Gordon-Herrera,8486.53,DR,saas us,Reclass
GL0000802,2023-09-19,6100,sales & marketing,Engineering,CC300,"Hardy, White and Curtis",2054.5,DR,SaaS Canada,Reclass
GL0000803,2023-09-05,6100,Sales and Marketing,Sales,CC200,Brock-Durham,6624.92,DR,SaaS US,Software tools
GL0000804,2023-09-01,6200,Research and Development,Finance,CC400,Patterson-Hernandez,4880.98,DR,SaaS US,Refund
GL0000805,2023-09-27,6200,Research and Development,Operations,,Rush Group,-6638.28,,SaaS US,Google Ads
GL0000806,2023-09-01,1010,Cash,,CC100,"Hill, Robinson and Sloan",-7282.76,CR,SaaS US,Reclass
GL0000807,2023-09-21,6100,sales & marketing,Sales,CC300,Frazier-Perez,-4854.08,cr,SaaS Canada,Payroll
GL0000808,2023-09-11,9999,Misc Expense,,CC200,Jones-Jackson,24350.44,DR,SaaS US,Reclass
GL0000809,2023-09-09,5000,cost of service,Operations,CC100,Bullock-Silva,16312.26,DR,SaaS HoldCo,
GL0000810,2023-09-05,6100,sales & marketing,Marketing,CC100,"Butler, Martin and Gordon",-22650.56,CR,SaaS Canada,Reclass
GL0000811,2023-10-07,6100,Sales and Marketing,Marketing,CC400,Marshall Group,16468.6,dr,SaaS Canada,
GL0000812,2023-10-21,6100,S&M,Marketing,CC400,Snow-Ward,1733.01,DR,SaaS HoldCo,Software tools
GL0000813,2023-10-23,6100,S&M,Sales,CC200,Frederick LLC,8748.64,DR,saas us,Software tools
GL0000814,2023-10-05,9999,Misc Expense,Engineering,CC400,Young-Lewis,23994.72,DR,SaaS HoldCo,
GL0000815,2023-10-05,6100,Sales and Marketing,Operations,,"Robinson, May and Hayes",-17983.71,CR,SaaS Canada,Reclass
GL0000816,2023-10-22,6200,R&D,Operations,CC400,Miller-Mathis,1114.22,dr,SaaS US,Software tools
GL0000817,2023-10-24,6200,R&D,,CC400,"Gentry, Gay and Mcgee",19915.46,DR,SaaS Canada,Software tools
GL0000818,2023-10-21,9999,Misc Expense,Sales,CC300,Lowe-Hall,14615.43,DR,SaaS HoldCo,
GL0000819,2023-10-14,6100,Sales and Marketing,Operations,CC300,Davis-Peters,-13619.71,cr,SaaS Canada,Payroll
GL0000820,2023-10-17,9999,Misc Expense,Marketing,CC300,Williams-Clayton,-22874.52,cr,SaaS HoldCo,Software tools
GL0000821,2023-10-04,1010,Cash,Sales,,"Davis, Martin and Lee",19833.15,dr,SaaS US,Reclass
GL0000822,2023-10-05,9999,Misc Expense,Operations,CC400,"Solis, French and Neal",7206.3,DR,SaaS Canada,Payroll
GL0000823,2023-10-20,6300,General and Administrative,Engineering,CC400,Lynch-Warner,10293.36,DR,SaaS HoldCo,Refund
GL0000824,2023-10-12,6200,R&D,Sales,,Hunt-Lee,17154.27,DR,SaaS US,Reclass
GL0000825,2023-10-23,1010,Cash,Marketing,CC100,Ingram-Tyler,9072.18,dr,SaaS HoldCo,Contractor costs
GL0000826,2023-10-02,6100,Sales and Marketing,Finance,CC400,Duffy-Fowler,10621.44,DR,SaaS HoldCo,Contractor costs
GL0000827,2023-10-27,6300,G&A,Sales,CC300,"Scott, Mercado and Hopkins",4654.24,DR,saas us,
GL0000828,2023-10-13,6100,sales & marketing,Engineering,CC200,Lee-Weber,6575.77,DR,saas us,AWS hosting
GL0000829,2023-10-15,6300,General and Administrative,Operations,,Macdonald-Martinez,14669.58,DR,saas us,Google Ads
GL0000830,2023-10-01,9999,Misc Expense,Operations,CC200,"French, Ortiz and Manning",16155.98,DR,saas us,Refund
GL0000831,2023-10-16,5000,Cost of Service,Operations,CC300,Wallace and Sons,-24983.19,CR,saas us,Contractor costs
GL0000832,2023-10-12,1010,Cash,Finance,CC400,"Peterson, Pittman and Garcia",-22483.5,CR,SaaS US,Google Ads
GL0000833,2023-10-18,5000,Cost of Service,Engineering,,Morrow-Lee,-19543.15,,SaaS Canada,Reclass
GL0000834,2023-10-03,,Sales and Marketing,Engineering,CC200,Vega and Sons,11252.69,DR,SaaS US,Reclass
GL0000835,2023-10-03,,Cash,Operations,CC400,Medina Group,6563.11,DR,saas us,Refund
GL0000836,2023-10-17,6100,Sales and Marketing,Marketing,,"Estrada, Bishop and Strong",16841.58,,SaaS US,Payroll
GL0000837,2023-10-05,6100,sales & marketing,Finance,CC100,Castro-Garcia,12711.52,dr,SaaS Canada,Software tools
GL0000838,2023-10-09,6100,sales & marketing,Operations,CC300,Perez-Thompson,-5632.93,CR,SaaS HoldCo,
GL0000839,2023-10-06,6200,R&D,,,Lowe-Smith,8990.57,DR,saas us,Google Ads
GL0000840,2023-10-09,6100,S&M,Marketing,CC300,Salazar-Clark,2701.25,DR,SaaS US,Software tools
GL0000841,2023-10-04,6300,General and Administrative,Engineering,CC300,Gibson LLC,-17807.33,,SaaS HoldCo,Contractor costs
GL0000842,2023-10-05,5000,cost of service,Finance,,Taylor-Cooper,23723.33,DR,SaaS HoldCo,Software tools
GL0000843,2023-10-03,6300,General and Administrative,,CC300,"Morris, Ray and Harris",11968.37,dr,saas us,Payroll
GL0000844,2023-10-03,6100,S&M,Finance,,Richmond-Ford,16660.24,DR,SaaS HoldCo,Reclass
GL0000845,2023-10-02,1010,Cash,Operations,CC200,Henderson-Lawrence,4181.17,DR,SaaS US,Refund
GL0000846,2023-10-02,5000,Cost of Service,,CC300,Greene PLC,22609.07,DR,SaaS HoldCo,Software tools
GL0000847,2023-10-08,6200,Research and Development,Finance,,Baker-Lucas,17432.12,DR,SaaS US,Payroll
GL0000848,2023-10-17,6100,S&M,,,Nunez PLC,-12747.2,cr,SaaS US,Refund
GL0000849,2023-10-08,5000,cost of service,,,Boyd Group,16700.51,DR,saas us,Software tools
GL0000850,2023-10-16,5000,Cost of Service,,CC200,"Owens, Phillips and Sutton",3805.76,DR,saas us,Google Ads
GL0000851,2023-10-04,6100,Sales and Marketing,Operations,CC100,Dyer-Ortiz,21054.13,DR,SaaS Canada,Reclass
GL0000852,2023-10-18,6300,G&A,Engineering,,"Jones, Scott and Lopez",-16515.24,CR,saas us,Refund
GL0000853,2023-10-23,6100,S&M,Operations,,"Garcia, Bird and Wood",10422.15,DR,saas us,Payroll
GL0000854,2023-10-23,6100,sales & marketing,,CC200,George-Leach,1081.22,DR,SaaS Canada,
GL0000855,2023-10-21,6100,S&M,Sales,CC300,"Garcia, Peterson and Cunningham",8900.51,DR,SaaS Canada,
GL0000856,2023-10-22,6200,R&D,Engineering,,"Clark, Harmon and Williams",12964.63,DR,saas us,AWS hosting
GL0000857,2023-10-21,6100,S&M,Finance,CC200,Day-Molina,7025.23,DR,SaaS HoldCo,
GL0000858,2023-10-14,6300,G&A,Sales,,"Church, Porter and Davis",-2936.92,,saas us,Software tools
GL0000859,2023-10-25,6100,Sales and Marketing,Engineering,CC200,"Palmer, Jones and Dunn",8692.08,DR,saas us,Reclass
GL0000860,2023-10-07,6200,Research and Development,Marketing,,Vega-Morgan,12809.98,DR,saas us,Reclass
GL0000861,2023-10-10,5000,cost of service,Sales,,"White, Weber and Thomas",-6799.31,CR,SaaS Canada,Google Ads
GL0000862,2023-10-08,5000,Cost of Service,,CC400,Hopkins-Sanchez,-5485.14,CR,saas us,AWS hosting
GL0000863,2023-10-03,6200,Research and Development,Engineering,CC300,"Gillespie, Romero and Everett",-2449.64,CR,SaaS HoldCo,
GL0000864,2023-10-21,6300,G&A,Finance,CC100,,-18928.01,CR,SaaS HoldCo,Contractor costs
GL0000865,2023-10-13,6100,sales & marketing,Marketing,CC300,Taylor Inc,24642.29,DR,SaaS US,Refund
GL0000866,2023-10-08,5000,cost of service,Sales,,Wright-Evans,9611.89,dr,saas us,Refund
GL0000867,2023-10-07,9999,Misc Expense,Sales,,Atkins-Brewer,23477.67,DR,saas us,Google Ads
GL0000868,2023-10-27,6100,S&M,,CC300,Fisher-Anthony,6575.41,DR,SaaS HoldCo,AWS hosting
GL0000869,2023-10-18,6100,S&M,,CC300,"Davis, Flores and Montgomery",-21616.92,CR,SaaS HoldCo,Payroll
GL0000870,2023-10-19,1010,Cash,Sales,CC300,Dunn-Guerra,6784.71,DR,SaaS US,
GL0000871,2023-10-14,1010,Cash,Operations,CC300,Brock LLC,-3822.61,CR,SaaS Canada,AWS hosting
GL0000872,2023-10-07,6100,S&M,Sales,,"Bowers, Turner and Johnson",-3032.66,cr,SaaS US,
GL0000873,2023-10-11,6300,General and Administrative,,CC300,Savage-Yates,4334.26,DR,SaaS US,AWS hosting
GL0000874,2023-10-18,6200,Research and Development,,CC300,"Weaver, Kent and Meadows",-15491.22,CR,SaaS Canada,Google Ads
GL0000875,2023-10-07,6100,sales & marketing,Operations,,Tran LLC,20218.33,dr,saas us,Google Ads
GL0000876,2023-10-04,6200,Research and Development,Marketing,CC200,"Benton, Martin and Watkins",13329.93,DR,SaaS HoldCo,Software tools
GL0000877,2023-10-19,6100,Sales and Marketing,Engineering,CC100,Bowen-Newton,5340.76,DR,saas us,Contractor costs
GL0000878,2023-10-25,9999,Misc Expense,,CC200,"Smith, Long and Baker",5177.21,DR,saas us,Reclass
GL0000879,2023-10-27,6100,sales & marketing,,CC100,Mitchell-Robinson,22249.89,DR,SaaS US,Payroll
GL0000880,2023-10-14,6200,Research and Development,Marketing,CC300,"Christensen, Martin and Long",-6932.94,CR,SaaS US,Google Ads
GL0000881,2023-10-04,6100,Sales and Marketing,Finance,CC200,"Jensen, Contreras and Gomez",3643.26,DR,SaaS US,Google Ads
GL0000882,2023-10-17,5000,Cost of Service,Operations,CC300,Park-Cardenas,-4247.43,CR,SaaS HoldCo,Refund
GL0000883,2023-10-10,1010,Cash,Marketing,,Cole-Scott,2935.78,DR,saas us,Software tools
GL0000884,2023-10-21,6100,Sales and Marketing,Engineering,CC400,Reeves-Garcia,-8360.73,cr,SaaS HoldCo,Contractor costs
GL0000885,2023-10-15,6100,sales & marketing,Operations,CC100,Villa-Burns,-11609.99,cr,saas us,Google Ads
GL0000886,2023-10-19,6200,Research and Development,Sales,,,6679.45,,SaaS HoldCo,Google Ads
GL0000887,2023-10-22,9999,Misc Expense,Operations,,Edwards Ltd,8288.76,DR,SaaS US,Refund
GL0000888,2023-10-01,6300,G&A,Engineering,,"Anderson, Boyle and Smith",-18725.7,,SaaS HoldCo,
GL0000889,2023-10-01,6300,G&A,Operations,CC200,Lara Inc,22502.34,DR,SaaS Canada,Reclass
GL0000890,2023-10-10,6100,Sales and Marketing,Engineering,,Whitehead LLC,3704.39,CR,SaaS Canada,Contractor costs
GL0000891,2023-10-19,6300,G&A,,,"Fields, Griffin and Rodriguez",4004.86,dr,SaaS HoldCo,Contractor costs
GL0000892,2023-10-18,6200,Research and Development,,CC100,Gonzales-Edwards,18025.07,DR,saas us,Reclass
GL0000893,2023-10-17,6100,S&M,Operations,CC200,"Brown, Wilson and Best",18767.51,dr,SaaS HoldCo,Contractor costs
GL0000894,2023-10-16,6100,sales & marketing,Finance,CC200,Baldwin LLC,19635.17,DR,saas us,Contractor costs
GL0000895,2023-10-11,6300,General and Administrative,,CC300,Burke Inc,16351.94,DR,SaaS US,Software tools
GL0000896,2023-10-27,1010,Cash,,CC100,"Dean, Chase and Bradley",4965.71,DR,SaaS US,Reclass
GL0000897,2023-10-16,6200,Research and Development,Marketing,CC400,Frost-Jensen,-3021.12,CR,SaaS Canada,Software tools
GL0000898,2023-10-15,6100,sales & marketing,Engineering,CC100,Kent Group,-10829.41,CR,saas us,Payroll
GL0000899,2023-10-06,6200,Research and Development,Marketing,,Hubbard and Sons,2282.93,DR,saas us,AWS hosting
GL0000900,2023-10-24,5000,cost of service,Finance,,Fuentes-Lopez,24686.15,DR,saas us,Google Ads
GL0000901,2023-11-15,6200,R&D,,,Johnson and Sons,2874.91,DR,SaaS HoldCo,Reclass
GL0000902,2023-11-09,9999,Misc Expense,Marketing,,Johnston-Powell,15783.5,,SaaS HoldCo,Refund
GL0000903,2023-11-08,6300,General and Administrative,,CC200,Olson-Chavez,24458.46,,saas us,Refund
GL0000904,2023-11-02,5000,cost of service,Engineering,,Phillips Ltd,23195.72,DR,SaaS US,Contractor costs
GL0000905,2023-11-10,9999,Misc Expense,,,"Jordan, Williams and Hoffman",24515.22,DR,SaaS HoldCo,Reclass
GL0000906,2023-11-25,5000,Cost of Service,,CC200,Baldwin-Young,-13613.05,CR,SaaS US,Contractor costs
GL0000907,2023-11-15,5000,Cost of Service,,CC300,Webster-Vargas,24464.32,DR,SaaS Canada,Software tools
GL0000908,2023-11-09,6100,S&M,Operations,CC100,Armstrong LLC,-22888.73,,SaaS HoldCo,Reclass
GL0000909,2023-11-24,6200,R&D,Marketing,,Vasquez Group,-15595.43,CR,SaaS Canada,AWS hosting
GL0000910,2023-11-06,9999,Misc Expense,,CC300,Edwards PLC,23873.63,DR,SaaS US,Google Ads
GL0000911,2023-11-07,6100,Sales and Marketing,Marketing,CC400,Fernandez-Shelton,5611.43,DR,SaaS US,
GL0000912,2023-11-08,5000,cost of service,Marketing,,Henry Group,11546.61,dr,saas us,Software tools
GL0000913,2023-11-12,6300,General and Administrative,Operations,CC100,Garcia and Sons,6473.8,DR,SaaS US,Refund
GL0000914,2023-11-24,6100,Sales and Marketing,,CC400,"Austin, Mcclure and Ward",8377.08,dr,SaaS Canada,Payroll
GL0000915,2023-11-07,6200,Research and Development,Engineering,,,17075.97,DR,SaaS HoldCo,AWS hosting
GL0000916,2023-11-09,6200,Research and Development,,CC300,Robertson-Conway,20779.59,DR,SaaS HoldCo,Reclass
GL0000917,2023-11-14,5000,cost of service,Engineering,,"Holt, Garcia and English",-21778.31,CR,SaaS US,Payroll
GL0000918,2023-11-13,6100,S&M,Marketing,CC400,Dean-Hodge,8873.9,DR,SaaS HoldCo,Google Ads
GL0000919,2023-11-05,6100,Sales and Marketing,Marketing,CC300,Yang Ltd,-16701.64,CR,SaaS US,
GL0000920,2023-11-20,9999,Misc Expense,,CC300,Daniels-Rodriguez,4453.27,DR,saas us,
GL0000921,2023-11-15,6200,R&D,,CC300,Little-Colon,-17023.75,cr,SaaS HoldCo,Refund
GL0000922,2023-11-15,6300,G&A,Marketing,CC400,"Galloway, Bailey and Johnson",-20565.71,cr,saas us,Software tools
GL0000923,2023-11-03,5000,cost of service,,,"Bennett, Johnson and Gonzalez",-8943.48,CR,SaaS US,Reclass
GL0000924,2023-11-26,5000,Cost of Service,Engineering,,Armstrong Group,-24637.7,CR,saas us,Software tools
GL0000925,2023-11-27,6300,G&A,,CC200,Dorsey-Villa,7977.62,DR,SaaS US,Payroll
GL0000926,2023-11-01,5000,Cost of Service,Marketing,CC200,"Murphy, Garcia and Sherman",9173.22,dr,SaaS HoldCo,Reclass
GL0000927,2023-11-14,6300,General and Administrative,Engineering,,"Miller, Williams and Blackburn",-2805.72,CR,saas us,Contractor costs
GL0000928,2023-11-09,6200,Research and Development,Engineering,CC400,Turner-Mcdaniel,15385.01,DR,SaaS HoldCo,Software tools
GL0000929,2023-11-11,6200,Research and Development,,CC200,Kelly-Gardner,11846.03,,saas us,Refund
GL0000930,2023-11-26,6100,Sales and Marketing,Marketing,,"Johnson, Ruiz and Howard",-9278.56,CR,saas us,Refund
GL0000931,2023-11-27,5000,Cost of Service,Finance,CC200,Jordan and Sons,12274.05,DR,SaaS Canada,Reclass
GL0000932,2023-11-19,,R&D,,CC400,Lewis and Sons,-14797.9,cr,saas us,
GL0000933,2023-11-26,6100,sales & marketing,,CC200,"Gonzalez, Rivera and Hess",-19459.97,CR,SaaS Canada,
GL0000934,2023-11-14,6300,G&A,Finance,,"Martinez, Kim and Mcbride",17953.1,DR,SaaS US,
GL0000935,2023-11-12,6300,General and Administrative,Marketing,,Evans-Cain,-23755.91,cr,saas us,
GL0000936,2023-11-16,9999,Misc Expense,,CC100,Kirk-Trujillo,-13864.6,CR,SaaS HoldCo,Payroll
GL0000937,2023-11-26,6300,General and Administrative,Operations,CC200,Williams-Braun,-21289.29,CR,SaaS US,Contractor costs
GL0000938,2023-11-04,6100,Sales and Marketing,Sales,,"Lopez, Young and Lamb",7425.69,DR,SaaS US,Payroll
GL0000939,2023-11-09,5000,Cost of Service,Sales,CC300,Aguilar Inc,21629.62,,SaaS Canada,Payroll
GL0000940,2023-11-21,6200,Research and Development,Engineering,,James LLC,13566.41,DR,SaaS Canada,Refund
GL0000941,2023-11-24,6100,S&M,Marketing,,Santiago-Meyer,4255.29,DR,saas us,Google Ads
GL0000942,2023-11-23,6100,Sales and Marketing,Finance,CC400,"Brooks, Chavez and Glover",7854.65,dr,saas us,
GL0000943,2023-11-24,6100,S&M,Engineering,CC100,Robertson Ltd,-23251.1,cr,SaaS HoldCo,Software tools
GL0000944,2023-11-12,5000,Cost of Service,Marketing,CC300,"Lambert, Cowan and Morris",15469.51,DR,saas us,
GL0000945,2023-11-09,,cost of service,Sales,,Benton-Sullivan,16495.98,DR,saas us,Payroll
GL0000946,2023-11-11,6300,G&A,Engineering,,Burke-Smith,-8501.93,cr,SaaS US,Reclass
GL0000947,2023-11-04,9999,Misc Expense,Operations,CC300,Morales-Miller,-16986.31,cr,SaaS Canada,Software tools
GL0000948,2023-11-24,,cost of service,Operations,CC300,Salinas-Thomas,3546.52,DR,SaaS US,Refund
GL0000949,2023-11-11,5000,Cost of Service,Engineering,,Watkins-Green,-1542.92,CR,SaaS Canada,Reclass
GL0000950,2023-11-20,5000,cost of service,Finance,CC100,Wilson Group,23881.27,DR,SaaS HoldCo,Reclass
GL0000951,2023-11-12,1010,Cash,Engineering,CC400,Villanueva-Ewing,-4580.46,CR,SaaS US,
GL0000952,2023-11-03,6100,sales & marketing,,,Phillips-King,14477.18,DR,saas us,Payroll
GL0000953,2023-11-14,6200,Research and Development,Marketing,CC100,"Fields, Marshall and Vaughn",11656.93,DR,saas us,Google Ads
