gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo,account_category
GL0000712,2023-08-12,6200.0,research and development,Engineering,CC300,Cunningham-Alexander,-4496.63,CR,SaaS HoldCo,Reclass,R&D
GL0000713,2023-08-22,6300.0,g&a,Finance,CC100,"Wilson, Coleman and Davis",19832.22,DR,SaaS US,Contractor costs,G&A
GL0000714,2023-08-09,6100.0,sales & marketing,Operations,Unknown,Rivera-Cooper,4992.71,DR,SaaS Canada,Reclass,Sales & Marketing
GL0000715,2023-08-27,5000.0,cost of service,Finance,CC100,"Nash, Gonzalez and Jones",-3364.36,CR,SaaS Canada,Reclass,COGS
GL0000716,2023-08-11,5000.0,cost of service,Unknown,Unknown,Dominguez PLC,21698.52,DR,SaaS HoldCo,Reclass,COGS
GL0000717,2023-08-20,6100.0,s&m,Marketing,CC200,Wilcox-Ortiz,14164.94,DR,SaaS HoldCo,Refund,Sales & Marketing
GL0000718,2023-08-03,6100.0,s&m,Engineering,CC300,Rowe and Sons,19549.15,DR,SaaS US,Payroll,Sales & Marketing
GL0000719,2023-08-02,1010.0,cash,Engineering,CC400,Harris Ltd,-4289.79,CR,SaaS US,Contractor costs,Cash
GL0000720,2023-08-25,6200.0,research and development,Unknown,Unknown,Hamilton Ltd,6342.04,DR,SaaS Canada,Reclass,R&D
GL0000721,2023-09-24,5000.0,cost of service,Finance,CC300,"Brown, Bradshaw and Rodriguez",23982.5,DR,SaaS Canada,Contractor costs,COGS
GL0000722,2023-09-04,6300.0,g&a,Unknown,CC200,Boyd-Brown,-13830.7,CR,SaaS HoldCo,Payroll,G&A
GL0000723,2023-09-25,6300.0,general and administrative,Engineering,CC200,Morse and Sons,11007.73,DR,SaaS US,Contractor costs,G&A
GL0000724,2023-09-02,5000.0,cost of service,Sales,CC100,"Cruz, Bennett and Washington",-18690.98,CR,SaaS US,Google Ads,COGS
GL0000725,2023-09-11,5000.0,cost of service,Unknown,CC200,Ward-Wu,18863.32,DR,SaaS Canada,Contractor costs,COGS
GL0000726,2023-09-27,6300.0,general and administrative,Operations,Unknown,"Ray, Miller and Lang",12236.41,DR,SaaS US,Software tools,G&A
GL0000727,2023-09-13,6200.0,research and development,Marketing,Unknown,Jackson Inc,7395.21,DR,SaaS US,Google Ads,R&D
GL0000728,2023-09-20,6300.0,g&a,Operations,CC100,"Potts, Doyle and Lee",4073.88,DR,SaaS Canada,Google Ads,G&A
GL0000729,2023-09-17,6300.0,g&a,Marketing,CC400,Martinez-Holt,18178.9,DR,SaaS US,Reclass,G&A
GL0000730,2023-09-07,1010.0,cash,Sales,Unknown,Moss-Johnson,6260.8,DR,SaaS Canada,Payroll,Cash
GL0000731,2023-09-19,6100.0,s&m,Engineering,Unknown,Robertson Group,1250.25,DR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0000732,2023-09-10,6200.0,research and development,Unknown,CC400,Bowman Group,15478.78,DR,SaaS US,AWS hosting,R&D
GL0000733,2023-09-16,9999.0,misc expense,Engineering,CC400,Rice-Abbott,2329.1,DR,SaaS US,Software tools,Other
GL0000734,2023-09-05,6300.0,g&a,Unknown,Unknown,Perez Group,-24612.14,CR,SaaS Canada,Refund,G&A
GL0000735,2023-09-19,6300.0,general and administrative,Marketing,CC400,Mullins-Orr,22236.61,DR,SaaS HoldCo,Contractor costs,G&A
GL0000736,2023-09-21,5000.0,cost of service,Unknown,CC100,Stewart PLC,20078.31,DR,SaaS US,Payroll,COGS
GL0000737,2023-09-02,9999.0,misc expense,Sales,CC400,"Bradley, Diaz and Smith",7484.91,DR,SaaS US,Reclass,Other
GL0000738,2023-09-06,6100.0,s&m,Operations,Unknown,Dunn-Meyers,-8603.32,CR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000739,2023-09-10,6100.0,sales and marketing,Finance,CC400,Torres-Lewis,-6408.7,CR,SaaS HoldCo,Unknown,Sales & Marketing
GL0000740,2023-09-04,6100.0,sales and marketing,Marketing,CC100,"Garrison, Davis and Elliott",9975.98,DR,SaaS US,Google Ads,Sales & Marketing
GL0000741,2023-09-25,6200.0,research and development,Engineering,Unknown,Clay-Crane,16228.45,DR,SaaS US,Google Ads,R&D
GL0000742,2023-09-03,Unknown,r&d,Operations,CC200,Davis-Brewer,-24776.69,CR,SaaS HoldCo,Unknown,R&D
GL0000743,2023-09-13,6300.0,general and administrative,Unknown,Unknown,Carroll PLC,-11889.97,CR,SaaS HoldCo,Payroll,G&A
GL0000744,2023-09-07,6300.0,general and administrative,Finance,Unknown,Torres-Lawson,3780.03,DR,SaaS HoldCo,Reclass,G&A
GL0000745,2023-09-04,5000.0,cost of service,Sales,Unknown,Young and Sons,-10715.97,,SaaS US,Software tools,COGS
GL0000746,2023-09-13,6100.0,sales & marketing,Sales,CC100,Dennis LLC,-10007.15,CR,SaaS US,Google Ads,Sales & Marketing
GL0000747,2023-09-21,6100.0,sales & marketing,Engineering,Unknown,Bennett-Dennis,21277.36,DR,SaaS Canada,Refund,Sales & Marketing
GL0000748,2023-09-23,5000.0,cost of service,Engineering,CC300,"Hinton, Figueroa and Perry",11936.41,DR,SaaS Canada,Payroll,COGS
GL0000749,2023-09-02,6200.0,r&d,Operations,Unknown,Collins and Sons,-24115.78,CR,SaaS US,Contractor costs,R&D
GL0000750,2023-09-14,1010.0,cash,Sales,CC100,Lee PLC,-22167.1,CR,SaaS Canada,Payroll,Cash
GL0000751,2023-09-16,6300.0,g&a,Finance,Unknown,Larson Ltd,-17360.36,CR,SaaS US,Google Ads,G&A
GL0000752,2023-09-07,6200.0,r&d,Operations,Unknown,Andrews-Harris,18990.91,DR,SaaS HoldCo,Reclass,R&D
GL0000753,2023-09-13,6200.0,research and development,Sales,CC200,"Gray, Williams and Roberts",-7669.47,CR,SaaS Canada,AWS hosting,R&D
GL0000754,2023-09-24,6200.0,r&d,Engineering,CC400,Glover-Figueroa,16397.68,DR,SaaS US,Contractor costs,R&D
GL0000755,2023-09-03,6100.0,sales and marketing,Sales,Unknown,Unknown,6675.62,DR,SaaS US,Software tools,Sales & Marketing
GL0000756,2023-09-04,6200.0,r&d,Operations,CC100,Unknown,-9017.89,CR,SaaS US,Reclass,R&D
GL0000757,2023-09-15,5000.0,cost of service,Operations,Unknown,Taylor Group,-13736.52,CR,SaaS US,Software tools,COGS
GL0000758,2023-09-04,9999.0,misc expense,Unknown,CC300,"Petersen, Carlson and Fernandez",-23759.84,CR,SaaS HoldCo,Software tools,Other
GL0000759,2023-09-15,6100.0,sales and marketing,Engineering,CC100,Dixon Group,21097.31,DR,SaaS Canada,Refund,Sales & Marketing
GL0000760,2023-09-14,1010.0,cash,Marketing,CC200,Chang and Sons,8440.62,DR,SaaS US,Google Ads,Cash
GL0000761,2023-09-08,1010.0,cash,Unknown,CC100,"Powell, David and Mendoza",18993.91,CR,SaaS US,Refund,Cash
GL0000762,2023-09-04,6100.0,sales and marketing,Unknown,CC300,Terry and Sons,19645.14,DR,SaaS US,Google Ads,Sales & Marketing
GL0000763,2023-09-16,1010.0,cash,Marketing,CC100,"Holder, Williams and Miller",-10634.52,CR,SaaS Canada,Google Ads,Cash
GL0000764,2023-09-17,6100.0,s&m,Engineering,Unknown,Miller Inc,22341.41,DR,SaaS US,Unknown,Sales & Marketing
GL0000765,2023-09-19,6200.0,r&d,Unknown,Unknown,White Inc,20147.54,DR,SaaS HoldCo,Software tools,R&D
GL0000766,2023-09-24,Unknown,sales & marketing,Engineering,CC400,Snyder LLC,4401.16,DR,SaaS Canada,Refund,Sales & Marketing
GL0000767,2023-09-27,6200.0,r&d,Sales,CC200,Lester-Hull,-10547.57,CR,SaaS Canada,Software tools,R&D
GL0000768,2023-09-25,6100.0,s&m,Unknown,Unknown,Collins LLC,13858.24,DR,SaaS US,Payroll,Sales & Marketing
GL0000769,2023-09-19,5000.0,cost of service,Unknown,Unknown,Leblanc-Johnson,24217.26,DR,SaaS HoldCo,Reclass,COGS
GL0000770,2023-09-17,6300.0,general and administrative,Sales,CC300,"Mcguire, Phillips and Miller",-20172.41,,SaaS Canada,Refund,G&A
GL0000771,2023-09-20,6300.0,g&a,Finance,CC400,Newton-Torres,-21340.77,CR,SaaS Canada,Unknown,G&A
GL0000772,2023-09-20,6200.0,research and development,Finance,CC400,Green-Marsh,22993.91,DR,SaaS US,Reclass,R&D
GL0000773,2023-09-10,6100.0,sales and marketing,Sales,CC200,Shea LLC,-11778.35,CR,SaaS US,Software tools,Sales & Marketing
GL0000774,2023-09-19,6300.0,g&a,Operations,Unknown,Ramirez-Gates,6218.0,DR,SaaS Canada,Google Ads,G&A
GL0000775,2023-09-17,5000.0,cost of service,Engineering,CC100,"Wright, Rodriguez and Anderson",23790.28,DR,SaaS Canada,Unknown,COGS
GL0000776,2023-09-27,6100.0,s&m,Operations,CC400,Aguirre-Bates,-23862.44,CR,SaaS US,Contractor costs,Sales & Marketing
GL0000777,2023-09-14,6100.0,sales and marketing,Sales,CC400,Garcia Inc,9012.2,DR,SaaS US,Software tools,Sales & Marketing
GL0000778,2023-09-10,5000.0,cost of service,Marketing,CC100,"Miller, Jackson and Simpson",22198.44,DR,SaaS HoldCo,Payroll,COGS
GL0000779,2023-09-15,1010.0,cash,Unknown,CC200,Wagner-Sullivan,13289.88,DR,SaaS US,Unknown,Cash
GL0000780,2023-09-21,6200.0,research and development,Finance,Unknown,Cox PLC,2347.16,DR,SaaS HoldCo,Software tools,R&D
GL0000781,2023-09-12,9999.0,misc expense,Sales,CC400,Irwin-Washington,4866.95,DR,SaaS Canada,Reclass,Other
GL0000782,2023-09-09,6300.0,g&a,Operations,Unknown,Gutierrez Group,9895.91,DR,SaaS HoldCo,Contractor costs,G&A
GL0000783,2023-09-07,6200.0,research and development,Engineering,Unknown,Hood Group,22747.3,DR,SaaS HoldCo,Google Ads,R&D
GL0000784,2023-09-21,6300.0,g&a,Unknown,CC300,Robles and Sons,1220.2,DR,SaaS Canada,Reclass,G&A
GL0000785,2023-09-19,6100.0,sales & marketing,Unknown,CC400,Koch Group,10237.11,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000786,2023-09-04,5000.0,cost of service,Sales,CC300,Curtis-Foster,4592.26,DR,SaaS US,Payroll,COGS
GL0000787,2023-09-09,5000.0,cost of service,Marketing,CC200,Smith-Bailey,-19544.05,CR,SaaS US,Unknown,COGS
GL0000788,2023-09-10,6200.0,r&d,Unknown,CC200,Webster-Miller,-10804.55,CR,SaaS Canada,AWS hosting,R&D
GL0000789,2023-09-09,6200.0,research and development,Sales,CC100,"Thomas, Guzman and Perez",3234.3,DR,SaaS US,Software tools,R&D
GL0000790,2023-09-12,5000.0,cost of service,Marketing,Unknown,"Thomas, Hebert and Hensley",14867.72,DR,SaaS HoldCo,Payroll,COGS
GL0000791,2023-09-06,6100.0,sales and marketing,Marketing,Unknown,Mack PLC,23766.0,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0000792,2023-09-13,6200.0,research and development,Unknown,CC300,Mendoza Ltd,-17662.36,CR,SaaS Canada,Software tools,R&D
GL0000793,2023-09-07,6200.0,r&d,Sales,CC200,"Pierce, Carlson and Prince",17381.88,DR,SaaS HoldCo,Contractor costs,R&D
GL0000794,2023-09-18,6100.0,s&m,Unknown,Unknown,Ortega-Hill,-1102.6,CR,SaaS US,Software tools,Sales & Marketing
GL0000795,2023-09-22,Unknown,sales and marketing,Unknown,CC400,Hudson LLC,-11740.02,CR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000796,2023-09-10,6200.0,r&d,Unknown,Unknown,"Barnes, Clark and Garcia",-18227.91,CR,SaaS US,Refund,R&D
GL0000797,2023-09-18,5000.0,cost of service,Operations,CC300,Smith-Kramer,22640.06,DR,SaaS US,Reclass,COGS
GL0000798,2023-09-13,Unknown,s&m,Finance,Unknown,"Townsend, Wagner and Jones",5592.27,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0000799,2023-09-25,6300.0,general and administrative,Unknown,CC300,French-Harper,-6944.49,CR,SaaS Canada,Payroll,G&A
GL0000800,2023-09-04,9999.0,misc expense,Operations,CC200,"Perry, Shaw and Hammond",20738.19,DR,SaaS US,Unknown,Other
GL0000801,2023-09-02,6200.0,r&d,Operations,Unknown,Hale-Chase,10350.29,DR,SaaS US,Contractor costs,R&D
GL0000802,2023-09-02,6100.0,sales & marketing,Sales,CC300,Ingram and Sons,21336.22,DR,SaaS US,Unknown,Sales & Marketing
GL0000803,2023-09-05,6100.0,sales & marketing,Sales,CC200,Kidd and Sons,17374.89,DR,SaaS Canada,Contractor costs,Sales & Marketing
GL0000804,2023-09-11,5000.0,cost of service,Engineering,Unknown,Wilson Ltd,7915.77,DR,SaaS Canada,Software tools,COGS
GL0000805,2023-09-20,6300.0,general and administrative,Sales,CC400,Foster LLC,-9299.83,CR,SaaS US,Google Ads,G&A
GL0000806,2023-09-20,9999.0,misc expense,Marketing,Unknown,Nelson Inc,-18986.07,CR,SaaS HoldCo,Unknown,Other
GL0000807,2023-09-16,1010.0,cash,Unknown,CC400,Lyons-Hunt,-19564.07,,SaaS Canada,Contractor costs,Cash
GL0000808,2023-09-18,6200.0,research and development,Operations,CC400,Dominguez-Haynes,1183.86,DR,SaaS HoldCo,AWS hosting,R&D
GL0000809,2023-09-15,6100.0,sales and marketing,Unknown,CC400,Murray-Lee,-3825.24,CR,SaaS US,AWS hosting,Sales & Marketing
GL0000810,2023-09-16,5000.0,cost of service,Unknown,CC300,"Romero, Griffin and Scott",-7545.38,CR,SaaS US,Payroll,COGS
GL0000811,2023-10-15,6200.0,r&d,Engineering,CC200,Jones Inc,23492.55,DR,SaaS Canada,Payroll,R&D
GL0000812,2023-10-23,6100.0,s&m,Engineering,CC300,"Browning, Barajas and Wilson",-13701.72,CR,SaaS HoldCo,Payroll,Sales & Marketing
GL0000813,2023-10-19,6100.0,s&m,Finance,CC400,"Brown, Ramos and Hall",7859.37,DR,SaaS US,Unknown,Sales & Marketing
GL0000814,2023-10-02,6300.0,g&a,Unknown,CC400,Campbell Group,9204.77,DR,SaaS US,Google Ads,G&A
GL0000815,2023-10-02,6200.0,r&d,Marketing,Unknown,Tapia Ltd,-10209.17,CR,SaaS HoldCo,Refund,R&D
GL0000816,2023-10-18,6300.0,general and administrative,Marketing,CC200,Schmidt and Sons,21226.37,DR,SaaS HoldCo,AWS hosting,G&A
GL0000817,2023-10-08,6100.0,sales & marketing,Operations,CC400,"Wheeler, Estes and Anderson",-11686.7,,SaaS US,Software tools,Sales & Marketing
GL0000818,2023-10-16,9999.0,misc expense,Finance,CC300,"Moreno, Garcia and Cook",15405.27,DR,SaaS Canada,Software tools,Other
GL0000819,2023-10-11,5000.0,cost of service,Operations,Unknown,"Davis, Brown and Smith",-24559.98,CR,SaaS Canada,Reclass,COGS
GL0000820,2023-10-27,5000.0,cost of service,Engineering,Unknown,Patterson LLC,17139.52,DR,SaaS US,AWS hosting,COGS
GL0000821,2023-10-08,6200.0,research and development,Finance,CC400,Gregory-Hopkins,15288.59,DR,SaaS HoldCo,AWS hosting,R&D
GL0000822,2023-10-07,5000.0,cost of service,Operations,CC300,Chavez-Chavez,2169.88,DR,SaaS US,Software tools,COGS
GL0000823,2023-10-14,6300.0,general and administrative,Operations,Unknown,"Walker, Wiley and Woods",-12195.78,CR,SaaS HoldCo,Reclass,G&A
GL0000824,2023-10-19,6100.0,s&m,Unknown,Unknown,May-Harris,-5563.69,CR,SaaS HoldCo,Reclass,Sales & Marketing
GL0000825,2023-10-04,1010.0,cash,Finance,Unknown,Hardy-Austin,5253.13,DR,SaaS US,Refund,Cash
GL0000826,2023-10-03,6200.0,r&d,Unknown,CC300,Jimenez Group,19586.29,DR,SaaS US,Unknown,R&D
GL0000827,2023-10-24,6200.0,research and development,Sales,CC200,Smith PLC,-20477.27,CR,SaaS HoldCo,Payroll,R&D
GL0000828,2023-10-02,1010.0,cash,Finance,CC400,"Lopez, Mitchell and Olson",21391.05,DR,SaaS US,Unknown,Cash
GL0000829,2023-10-23,5000.0,cost of service,Unknown,CC400,"Jones, Brown and Thomas",-18131.41,CR,SaaS Canada,Unknown,COGS
GL0000830,2023-10-27,9999.0,misc expense,Sales,Unknown,Harper-Chambers,20034.75,DR,SaaS US,Reclass,Other
GL0000831,2023-10-07,6100.0,s&m,Finance,CC200,"Campbell, Meyer and Gomez",-23878.63,CR,SaaS Canada,Reclass,Sales & Marketing
GL0000832,2023-10-09,6300.0,g&a,Sales,Unknown,Brown-Wilson,8486.53,DR,SaaS US,Reclass,G&A
GL0000833,2023-10-19,6100.0,sales & marketing,Engineering,CC300,Baird Ltd,2054.5,DR,SaaS Canada,Reclass,Sales & Marketing
GL0000834,2023-10-05,6100.0,sales and marketing,Sales,CC200,Henry and Sons,6624.92,DR,SaaS US,Software tools,Sales & Marketing
GL0000835,2023-10-01,6200.0,research and development,Finance,CC400,Hill and Sons,4880.98,DR,SaaS US,Refund,R&D
GL0000836,2023-10-27,6200.0,research and development,Operations,Unknown,Dean-Rasmussen,-6638.28,,SaaS US,Google Ads,R&D
GL0000837,2023-10-01,1010.0,cash,Unknown,CC100,"Jones, Houston and Massey",-7282.76,CR,SaaS US,Reclass,Cash
GL0000838,2023-10-21,6100.0,sales & marketing,Sales,CC300,Mason-Mcgrath,-4854.08,CR,SaaS Canada,Payroll,Sales & Marketing
GL0000839,2023-10-11,9999.0,misc expense,Unknown,CC200,"Patrick, Elliott and Floyd",24350.44,DR,SaaS US,Reclass,Other
GL0000840,2023-10-09,5000.0,cost of service,Operations,CC100,"Sanford, Black and Ortiz",16312.26,DR,SaaS HoldCo,Unknown,COGS
GL0000841,2023-10-05,6100.0,sales & marketing,Marketing,CC100,Pierce-Gonzalez,-22650.56,CR,SaaS Canada,Reclass,Sales & Marketing
GL0000842,2023-10-07,6100.0,sales and marketing,Marketing,CC400,Bennett LLC,16468.6,DR,SaaS Canada,Unknown,Sales & Marketing
GL0000843,2023-10-21,6100.0,s&m,Marketing,CC400,Hamilton Ltd,1733.01,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000844,2023-10-23,6100.0,s&m,Sales,CC200,Hampton-Rosales,8748.64,DR,SaaS US,Software tools,Sales & Marketing
GL0000845,2023-10-05,9999.0,misc expense,Engineering,CC400,Jordan LLC,23994.72,DR,SaaS HoldCo,Unknown,Other
GL0000846,2023-10-05,6100.0,sales and marketing,Operations,Unknown,Grant-Pena,-17983.71,CR,SaaS Canada,Reclass,Sales & Marketing
GL0000847,2023-10-22,6200.0,r&d,Operations,CC400,"Davis, Taylor and Jarvis",1114.22,DR,SaaS US,Software tools,R&D
GL0000848,2023-10-24,6200.0,r&d,Unknown,CC400,Allen Ltd,19915.46,DR,SaaS Canada,Software tools,R&D
GL0000849,2023-10-21,9999.0,misc expense,Sales,CC300,"Robinson, Andrews and Adkins",14615.43,DR,SaaS HoldCo,Unknown,Other
GL0000850,2023-10-14,6100.0,sales and marketing,Operations,CC300,Hoffman-Thompson,-13619.71,CR,SaaS Canada,Payroll,Sales & Marketing
GL0000851,2023-10-17,9999.0,misc expense,Marketing,CC300,Wells-Stone,-22874.52,CR,SaaS HoldCo,Software tools,Other
GL0000852,2023-10-04,1010.0,cash,Sales,Unknown,"Hawkins, Marquez and Kramer",19833.15,DR,SaaS US,Reclass,Cash
GL0000853,2023-10-05,9999.0,misc expense,Operations,CC400,Mcclure-Collier,7206.3,DR,SaaS Canada,Payroll,Other
GL0000854,2023-10-20,6300.0,general and administrative,Engineering,CC400,Sanders and Sons,10293.36,DR,SaaS HoldCo,Refund,G&A
GL0000855,2023-10-12,6200.0,r&d,Sales,Unknown,Webb-Arroyo,17154.27,DR,SaaS US,Reclass,R&D
GL0000856,2023-10-23,1010.0,cash,Marketing,CC100,"Moore, Hodge and Rios",9072.18,DR,SaaS HoldCo,Contractor costs,Cash
GL0000857,2023-10-02,6100.0,sales and marketing,Finance,CC400,Petersen Ltd,10621.44,DR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0000858,2023-10-27,6300.0,g&a,Sales,CC300,Simon Ltd,4654.24,DR,SaaS US,Unknown,G&A
GL0000859,2023-10-13,6100.0,sales & marketing,Engineering,CC200,Ford and Sons,6575.77,DR,SaaS US,AWS hosting,Sales & Marketing
GL0000860,2023-10-15,6300.0,general and administrative,Operations,Unknown,Howard-Williams,14669.58,DR,SaaS US,Google Ads,G&A
GL0000861,2023-10-01,9999.0,misc expense,Operations,CC200,Austin PLC,16155.98,DR,SaaS US,Refund,Other
GL0000862,2023-10-16,5000.0,cost of service,Operations,CC300,"Tran, Moore and Huang",-24983.19,CR,SaaS US,Contractor costs,COGS
GL0000863,2023-10-12,1010.0,cash,Finance,CC400,Nash-Evans,-22483.5,CR,SaaS US,Google Ads,Cash
GL0000864,2023-10-18,5000.0,cost of service,Engineering,Unknown,"Gutierrez, Walter and Stewart",-19543.15,,SaaS Canada,Reclass,COGS
GL0000865,2023-10-03,Unknown,sales and marketing,Engineering,CC200,Lawrence and Sons,11252.69,DR,SaaS US,Reclass,Sales & Marketing
GL0000866,2023-10-03,Unknown,cash,Operations,CC400,Fitzgerald PLC,6563.11,DR,SaaS US,Refund,Cash
GL0000867,2023-10-17,6100.0,sales and marketing,Marketing,Unknown,Higgins LLC,16841.58,,SaaS US,Payroll,Sales & Marketing
GL0000868,2023-10-05,6100.0,sales & marketing,Finance,CC100,"Mcdonald, Chung and Kramer",12711.52,DR,SaaS Canada,Software tools,Sales & Marketing
GL0000869,2023-10-09,6100.0,sales & marketing,Operations,CC300,Haney-Lewis,-5632.93,CR,SaaS HoldCo,Unknown,Sales & Marketing
GL0000870,2023-10-06,6200.0,r&d,Unknown,Unknown,Lawrence Group,8990.57,DR,SaaS US,Google Ads,R&D
GL0000871,2023-10-09,6100.0,s&m,Marketing,CC300,Benson-Wilson,2701.25,DR,SaaS US,Software tools,Sales & Marketing
GL0000872,2023-10-04,6300.0,general and administrative,Engineering,CC300,"Gonzalez, Nixon and Davis",-17807.33,,SaaS HoldCo,Contractor costs,G&A
GL0000873,2023-10-05,5000.0,cost of service,Finance,Unknown,Turner Ltd,23723.33,DR,SaaS HoldCo,Software tools,COGS
GL0000874,2023-10-03,6300.0,general and administrative,Unknown,CC300,Peterson-Rivas,11968.37,DR,SaaS US,Payroll,G&A
GL0000875,2023-10-03,6100.0,s&m,Finance,Unknown,Rios PLC,16660.24,DR,SaaS HoldCo,Reclass,Sales & Marketing
GL0000876,2023-10-02,1010.0,cash,Operations,CC200,George Inc,4181.17,DR,SaaS US,Refund,Cash
GL0000877,2023-10-02,5000.0,cost of service,Unknown,CC300,Dunn-Trujillo,22609.07,DR,SaaS HoldCo,Software tools,COGS
GL0000878,2023-10-08,6200.0,research and development,Finance,Unknown,"Fernandez, Hill and Lamb",17432.12,DR,SaaS US,Payroll,R&D
GL0000879,2023-10-17,6100.0,s&m,Unknown,Unknown,Kelley-Ellis,-12747.2,CR,SaaS US,Refund,Sales & Marketing
GL0000880,2023-10-08,5000.0,cost of service,Unknown,Unknown,"Miller, Robertson and Jones",16700.51,DR,SaaS US,Software tools,COGS
GL0000881,2023-10-16,5000.0,cost of service,Unknown,CC200,"Smith, Patterson and Becker",3805.76,DR,SaaS US,Google Ads,COGS
GL0000882,2023-10-04,6100.0,sales and marketing,Operations,CC100,Melton LLC,21054.13,DR,SaaS Canada,Reclass,Sales & Marketing
GL0000883,2023-10-18,6300.0,g&a,Engineering,Unknown,White-Wright,-16515.24,CR,SaaS US,Refund,G&A
GL0000884,2023-10-23,6100.0,s&m,Operations,Unknown,"Norris, Mason and Thomas",10422.15,DR,SaaS US,Payroll,Sales & Marketing
GL0000885,2023-10-23,6100.0,sales & marketing,Unknown,CC200,"Douglas, Larson and Bowman",1081.22,DR,SaaS Canada,Unknown,Sales & Marketing
GL0000886,2023-10-21,6100.0,s&m,Sales,CC300,Zamora Ltd,8900.51,DR,SaaS Canada,Unknown,Sales & Marketing
GL0000887,2023-10-22,6200.0,r&d,Engineering,Unknown,Harris-Ross,12964.63,DR,SaaS US,AWS hosting,R&D
GL0000888,2023-10-21,6100.0,s&m,Finance,CC200,Romero Inc,7025.23,DR,SaaS HoldCo,Unknown,Sales & Marketing
GL0000889,2023-10-14,6300.0,g&a,Sales,Unknown,Henderson-Romero,-2936.92,,SaaS US,Software tools,G&A
GL0000890,2023-10-25,6100.0,sales and marketing,Engineering,CC200,Rodgers Inc,8692.08,DR,SaaS US,Reclass,Sales & Marketing
GL0000891,2023-10-07,6200.0,research and development,Marketing,Unknown,"Orr, Moore and Hall",12809.98,DR,SaaS US,Reclass,R&D
GL0000892,2023-10-10,5000.0,cost of service,Sales,Unknown,Robinson-Howell,-6799.31,CR,SaaS Canada,Google Ads,COGS
GL0000893,2023-10-08,5000.0,cost of service,Unknown,CC400,"Edwards, George and Gonzales",-5485.14,CR,SaaS US,AWS hosting,COGS
GL0000894,2023-10-03,6200.0,research and development,Engineering,CC300,"Gutierrez, Kirk and Le",-2449.64,CR,SaaS HoldCo,Unknown,R&D
GL0000895,2023-10-21,6300.0,g&a,Finance,CC100,Unknown,-18928.01,CR,SaaS HoldCo,Contractor costs,G&A
GL0000896,2023-10-13,6100.0,sales & marketing,Marketing,CC300,Williams LLC,24642.29,DR,SaaS US,Refund,Sales & Marketing
GL0000897,2023-10-08,5000.0,cost of service,Sales,Unknown,Fry-Morrison,9611.89,DR,SaaS US,Refund,COGS
GL0000898,2023-10-07,9999.0,misc expense,Sales,Unknown,Anderson-Richardson,23477.67,DR,SaaS US,Google Ads,Other
GL0000899,2023-10-27,6100.0,s&m,Unknown,CC300,"Andersen, Morales and Wright",6575.41,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
